,#SampleID,temperature_deg_c,ph,adiv_observed_otus
19370,1883.2009.09.Crump.Artic.LTREB.main.lane3.NoIndex,7.8,7.4,586
19371,1883.2009.088.Crump.Artic.LTREB.main.lane3.NoIndex,14.4,7.4,851
19372,1883.2009.08.Crump.Artic.LTREB.main.lane3.NoIndex,15.8,7.5,262
19373,1883.2009.075.Crump.Artic.LTREB.main.lane3.NoIndex,16.2,7.7,229
19374,1883.2009.072.Crump.Artic.LTREB.main.lane3.NoIndex,11.7,8.7,253
19375,1883.2009.062.Crump.Artic.LTREB.main.lane3.NoIndex,14.1,8.1,1470
19377,1883.2009.047.Crump.Artic.LTREB.main.lane3.NoIndex,10.6,6.8,1436
19378,1883.2009.046.Crump.Artic.LTREB.main.lane3.NoIndex,12.8,7.2,1084
19379,1883.2009.042.Crump.Artic.LTREB.main.lane3.NoIndex,13,6.9,829
19381,1883.2009.039.Crump.Artic.LTREB.main.lane3.NoIndex,11.6,7.5,298
19383,1883.2009.014.Crump.Artic.LTREB.main.lane3.NoIndex,10.2,6.7,596
19386,1883.2008.561.Crump.Artic.LTREB.main.lane4.NoIndex,10.71,,389
19388,1883.2008.318.Crump.Artic.LTREB.main.lane2.NoIndex,8.4,7.6,2161
19395,1883.2008.265.Crump.Artic.LTREB.main.lane2.NoIndex,9.6,7.7,449
19396,1883.2008.264.Crump.Artic.LTREB.main.lane2.NoIndex,10.2,7.6,923
19397,1883.2008.256.Crump.Artic.LTREB.main.lane2.NoIndex,15,7.6,272
19398,1883.2009.249.Crump.Artic.LTREB.main.lane2.NoIndex,16.6,8.3,152
19399,1883.2009.247.Crump.Artic.LTREB.main.lane2.NoIndex,18.7,7.8,371
19400,1883.2009.229.Crump.Artic.LTREB.main.lane2.NoIndex,17.5,7.7,18
19401,1883.2009.228.Crump.Artic.LTREB.main.lane2.NoIndex,19,7.3,94
19402,1883.2009.22.Crump.Artic.LTREB.main.lane2.NoIndex,18.4,8.5,336
19403,1883.2009.216.Crump.Artic.LTREB.main.lane2.NoIndex,17,7.8,245
19404,1883.2009.207.Crump.Artic.LTREB.main.lane2.NoIndex,10.7,7.6,86
19407,1883.2009.192.Crump.Artic.LTREB.main.lane3.NoIndex,16.5,6.1,536
19408,1883.2008.224.Crump.Artic.LTREB.main.lane2.NoIndex,14.36,7.7,251
19409,1883.2008.213.Crump.Artic.LTREB.main.lane2.NoIndex,13.4,7.2,322
19410,1883.2008.19.Crump.Artic.LTREB.main.lane2.NoIndex,8.5,7.1,582
19415,1883.2008.081.Crump.Artic.LTREB.main.lane2.NoIndex,13.3,7.6,416
19416,1883.2008.039.Crump.Artic.LTREB.main.lane2.NoIndex,17.5,7.9,167
19417,1883.2008.036.Crump.Artic.LTREB.main.lane2.NoIndex,16.5,7.7,238
19418,1883.2008.03.Crump.Artic.LTREB.main.lane2.NoIndex,14.8,7.6,812
19419,1883.2008.028.Crump.Artic.LTREB.main.lane2.NoIndex,14,7,390
19420,1883.2008.015.Crump.Artic.LTREB.main.lane2.NoIndex,9.67,6.3,308
19421,1883.2008.013.Crump.Artic.LTREB.main.lane2.NoIndex,5.17,6.7,224
19422,1883.2008.009.Crump.Artic.LTREB.main.lane2.NoIndex,13.99,6.7,283
19426,1883.2008.527.Crump.Artic.LTREB.main.lane3.NoIndex,13.94,8,361
19427,1883.2008.51.Crump.Artic.LTREB.main.lane3.NoIndex,3.9,7.5,296
19428,1883.2008.457.Crump.Artic.LTREB.main.lane2.NoIndex,9,7.7,388
19432,1883.2008.39.Crump.Artic.LTREB.main.lane2.NoIndex,3.8,7.5,1975
19433,1883.2008.379.Crump.Artic.LTREB.main.lane2.NoIndex,8.81,7.3,248
19434,1883.2008.378.Crump.Artic.LTREB.main.lane2.NoIndex,4.7,7.2,1716
19435,1883.2007.536.Crump.Artic.LTREB.main.lane2.NoIndex,18.4,7.3,191
19436,1883.2007.529.Crump.Artic.LTREB.main.lane2.NoIndex,13.9,7.5,262
19437,1883.2007.528.Crump.Artic.LTREB.main.lane2.NoIndex,13.9,7.5,253
19438,1883.2007.501.Crump.Artic.LTREB.main.lane2.NoIndex,14.8,6.9,146
19439,1883.2007.497.Crump.Artic.LTREB.main.lane2.NoIndex,14.8,6.9,1737
19445,1883.2007.394.Crump.Artic.LTREB.main.lane2.NoIndex,17.3,7.4,609
19446,1883.2007.392.Crump.Artic.LTREB.main.lane2.NoIndex,14.2,7.3,634
19447,1883.2007.042.Crump.Artic.LTREB.main.lane1.NoIndex,15.9,8,240
19448,1883.2007.026.Crump.Artic.LTREB.main.lane1.NoIndex,15.6,7.9,1572
19451,1883.2006.337.Crump.Artic.LTREB.main.lane1.NoIndex,11.83,7.4,265
19452,1883.2006.335.Crump.Artic.LTREB.main.lane1.NoIndex,12.02,7.4,325
19453,1883.2006.332.Crump.Artic.LTREB.main.lane1.NoIndex,11.2,7.5,429
19454,1883.2006.331.Crump.Artic.LTREB.main.lane1.NoIndex,11,6.9,191
19456,1883.2006.311.Crump.Artic.LTREB.main.lane1.NoIndex,8,6.6,498
19457,1883.2008.544.Crump.Artic.LTREB.main.lane3.NoIndex,9.44,7.9,331
19458,1883.2006.308.Crump.Artic.LTREB.main.lane1.NoIndex,12.89,7.6,300
19459,1883.2006.288.Crump.Artic.LTREB.main.lane1.NoIndex,12.8,7.5,233
19460,1883.2006.177.Crump.Artic.LTREB.main.lane1.NoIndex,12.3,7.1,896
19462,1883.2006.161.Crump.Artic.LTREB.main.lane1.NoIndex,13.7,6.7,672
19464,1883.2006.122.Crump.Artic.LTREB.main.lane1.NoIndex,14.4,8,1051
19465,1883.2006.119.Crump.Artic.LTREB.main.lane1.NoIndex,13.7,7.8,158
19466,1883.2006.1.Crump.Artic.LTREB.main.lane1.NoIndex,4.47,,281
19467,1883.2005.029.Crump.Artic.LTREB.main.lane1.NoIndex,15.74,7.8,203
19468,1883.2005.002.Crump.Artic.LTREB.main.lane1.NoIndex,2.03,6.9,378
19470,1883.2004.22.Crump.Artic.LTREB.main.lane1.NoIndex,8.4,7.5,2599
19471,1883.2004.217.Crump.Artic.LTREB.main.lane1.NoIndex,12.6,6.9,462
19472,1883.2004.216.Crump.Artic.LTREB.main.lane1.NoIndex,11.01,7,474
19473,1883.2004.213.Crump.Artic.LTREB.main.lane1.NoIndex,8.5,7.4,543
19474,1883.2004.2.Crump.Artic.LTREB.main.lane1.NoIndex,11.7,6.8,360
19475,1883.2004.191.Crump.Artic.LTREB.main.lane1.NoIndex,9.3,6.5,735
19477,1883.2004.154.Crump.Artic.LTREB.main.lane1.NoIndex,7.11,7.1,287
19485,1883.2007.237.Crump.Artic.LTREB.main.lane2.NoIndex,9.4,7,1807
19486,1883.2007.228.Crump.Artic.LTREB.main.lane2.NoIndex,16.9,7.5,240
19489,1883.2007.184.Crump.Artic.LTREB.main.lane2.NoIndex,19.4,7.6,334
19490,1883.2007.141.Crump.Artic.LTREB.main.lane2.NoIndex,13.2,7.6,1441
19493,1883.2007.127.Crump.Artic.LTREB.main.lane2.NoIndex,18.08,7.3,351
19497,1883.2004.128.Crump.Artic.LTREB.main.lane1.NoIndex,13.14,7.3,232
19499,1883.2004.121.Crump.Artic.LTREB.main.lane1.NoIndex,13.59,7.7,158
19500,1883.2004.112.Crump.Artic.LTREB.main.lane1.NoIndex,7.34,6.7,234
19501,1883.2004.102.Crump.Artic.LTREB.main.lane1.NoIndex,5.28,6.9,302
19502,1883.2004.069.Crump.Artic.LTREB.main.lane1.NoIndex,14.6,7.5,1373
19503,1883.2004.047.Crump.Artic.LTREB.main.lane1.NoIndex,15.76,6.8,240
19505,1883.2004.036.Crump.Artic.LTREB.main.lane1.NoIndex,14.5,7.5,1465
19506,1883.2004.03.Crump.Artic.LTREB.main.lane1.NoIndex,0.85,,1448
19507,1883.2004.021.Crump.Artic.LTREB.main.lane1.NoIndex,2.06,7,249
19508,1883.2004.016.Crump.Artic.LTREB.main.lane1.NoIndex,3.2,6.2,500
19509,1883.2004.013.Crump.Artic.LTREB.main.lane1.NoIndex,2.45,6.1,315
19510,1883.2004.011.Crump.Artic.LTREB.main.lane1.NoIndex,2.44,6.4,499
19511,1883.2004.009.Crump.Artic.LTREB.main.lane1.NoIndex,2.95,6.7,519
19512,1883.2003.205.Crump.Artic.LTREB.main.lane4.NoIndex,8.82,7.2,320
19514,1883.2003.172.Crump.Artic.LTREB.main.lane1.NoIndex,10.6,8,448
19516,1883.2003.142.Crump.Artic.LTREB.main.lane1.NoIndex,7.8,7.8,267
19520,1883.2006.074.Crump.Artic.LTREB.main.lane1.NoIndex,11.9,7.1,320
19521,1883.2006.023.Crump.Artic.LTREB.main.lane1.NoIndex,9.3,7.7,1924
19522,1883.2006.007.Crump.Artic.LTREB.main.lane1.NoIndex,6.06,6.7,346
19523,1883.2006.006.Crump.Artic.LTREB.main.lane1.NoIndex,4.77,6.1,443
19524,1883.2006.004.Crump.Artic.LTREB.main.lane1.NoIndex,8.4,6.7,754
19525,1883.2005.219.Crump.Artic.LTREB.main.lane4.NoIndex,1.3,6.9,192
19526,1883.2005.218.Crump.Artic.LTREB.main.lane4.NoIndex,0.7,7.3,573
19527,1883.2005.217.Crump.Artic.LTREB.main.lane4.NoIndex,1,7.1,191
19528,1883.2005.216.Crump.Artic.LTREB.main.lane4.NoIndex,0.4,6.6,913
19529,1883.2005.197.Crump.Artic.LTREB.main.lane4.NoIndex,14.1,7,1473
19531,1883.2005.195.Crump.Artic.LTREB.main.lane4.NoIndex,13.4,7.1,2131
19532,1883.2005.193.Crump.Artic.LTREB.main.lane4.NoIndex,13.86,7,282
19533,1883.2005.19.Crump.Artic.LTREB.main.lane4.NoIndex,13.6,6.8,324
19534,1883.2005.179.Crump.Artic.LTREB.main.lane4.NoIndex,12.76,6.6,362
19535,1883.2005.175.Crump.Artic.LTREB.main.lane4.NoIndex,11.3,6.5,1717
19536,1883.2005.172.Crump.Artic.LTREB.main.lane4.NoIndex,13.15,7,349
19537,1883.2005.147.Crump.Artic.LTREB.main.lane4.NoIndex,14.45,,303
19538,1883.2005.115.Crump.Artic.LTREB.main.lane4.NoIndex,5.48,7,173
19539,1883.2005.112.Crump.Artic.LTREB.main.lane1.NoIndex,13.1,6.8,892
19541,1883.2005.103.Crump.Artic.LTREB.main.lane1.NoIndex,8.8,7.5,2320
19542,1883.2005.094.Crump.Artic.LTREB.main.lane1.NoIndex,13.8,8,211
19543,1883.2005.083.Crump.Artic.LTREB.main.lane1.NoIndex,12.2,6.4,284
19544,1883.2005.047.Crump.Artic.LTREB.main.lane1.NoIndex,18.1,7.3,721
19545,1883.2005.045.Crump.Artic.LTREB.main.lane1.NoIndex,16.7,6.8,1665
19546,1883.2003.097.Crump.Artic.LTREB.main.lane1.NoIndex,15.4,7.6,1578
19547,1883.2003.093.Crump.Artic.LTREB.main.lane1.NoIndex,8.7,8,2245
19549,1883.2003.089.Crump.Artic.LTREB.main.lane1.NoIndex,13.15,7.9,185
19550,1883.2003.064.Crump.Artic.LTREB.main.lane1.NoIndex,5.9,7.8,1932
19553,1883.2002.173.Crump.Artic.LTREB.main.lane1.NoIndex,10.11,7.6,248
19554,1883.2002.138.Crump.Artic.LTREB.main.lane1.NoIndex,12.04,7.4,311
19555,1883.2002.104.Crump.Artic.LTREB.main.lane1.NoIndex,15.8,7.2,911
19558,1883.2001.082.Crump.Artic.LTREB.main.lane1.NoIndex,14.37,7.9,283
19560,1883.2001.042.Crump.Artic.LTREB.main.lane1.NoIndex,11.5,7.5,447
19561,1883.2001.041.Crump.Artic.LTREB.main.lane1.NoIndex,12,7.6,2530
19562,1883.2001.037.Crump.Artic.LTREB.main.lane1.NoIndex,11.6,7.7,731
19563,1883.2001.021.Crump.Artic.LTREB.main.lane1.NoIndex,9.07,6.9,186
19564,1883.2001.014.Crump.Artic.LTREB.main.lane1.NoIndex,9.89,6.9,348
19565,1883.2001.005.Crump.Artic.LTREB.main.lane1.NoIndex,8.1,6.8,1461
19566,1883.2000.048.Crump.Artic.LTREB.main.lane1.NoIndex,9.7,7.5,310
19567,1883.2007.33.Crump.Artic.LTREB.main.lane2.NoIndex,13.65,7.5,272
19568,1883.2007.285.Crump.Artic.LTREB.main.lane2.NoIndex,5.12,,302
19569,1883.2007.281.Crump.Artic.LTREB.main.lane2.NoIndex,13.1,8,1994
19570,1883.2007.274.Crump.Artic.LTREB.main.lane2.NoIndex,11.4,7.6,1966
19572,1883.2003.232.Crump.Artic.LTREB.main.lane4.NoIndex,7,7.8,1220
19573,1883.2002.027.Crump.Artic.LTREB.main.lane1.NoIndex,9.2,7.1,2699
19574,1883.2000.044.Crump.Artic.LTREB.main.lane1.NoIndex,11.3,7.2,629
19575,1883.2000.041.Crump.Artic.LTREB.main.lane1.NoIndex,6.7,7.3,2037
19576,1883.2000.034.Crump.Artic.LTREB.main.lane1.NoIndex,9.7,6.5,492
19577,1883.2011.539.Crump.Artic.LTREB.main.lane3.NoIndex,0.5,,465
19578,1883.2011.538.Crump.Artic.LTREB.main.lane3.NoIndex,2.5,7.9,102
19580,1883.2011.482.Crump.Artic.LTREB.main.lane4.NoIndex,9.6,,264
19581,1883.2011.477.Crump.Artic.LTREB.main.lane4.NoIndex,10.5,,186
19582,1883.2011.467.Crump.Artic.LTREB.main.lane4.NoIndex,18.9,,291
19583,1883.2011.433.Crump.Artic.LTREB.main.lane4.NoIndex,12,7.6,1299
19584,1883.2011.428.Crump.Artic.LTREB.main.lane4.NoIndex,9.5,7.1,1660
19586,1883.2011.385.Crump.Artic.LTREB.main.lane4.NoIndex,12.8,7.5,1094
19587,1883.2011.382.Crump.Artic.LTREB.main.lane4.NoIndex,12.2,7.2,1395
19588,1883.2011.378.Crump.Artic.LTREB.main.lane4.NoIndex,13.2,7.4,995
19594,1883.2011.205.Crump.Artic.LTREB.main.lane4.NoIndex,5.8,8.1,2136
19595,1883.2011.2.Crump.Artic.LTREB.main.lane4.NoIndex,13.3,7.3,1286
19596,1883.2011.193.Crump.Artic.LTREB.main.lane3.NoIndex,5.19,7,312
19597,1883.2011.187.Crump.Artic.LTREB.main.lane3.NoIndex,12,7.5,1093
19598,1883.2011.178.Crump.Artic.LTREB.main.lane3.NoIndex,10.6,8,1207
19600,1883.2011.169.Crump.Artic.LTREB.main.lane3.NoIndex,13.5,6.7,1065
19601,1883.2011.166.Crump.Artic.LTREB.main.lane3.NoIndex,5.9,6.5,983
19602,1883.2011.146.Crump.Artic.LTREB.main.lane3.NoIndex,5.1,7,340
19603,1883.2011.144.Crump.Artic.LTREB.main.lane3.NoIndex,15.8,7.4,623
19604,1883.2011.141.Crump.Artic.LTREB.main.lane3.NoIndex,15.1,7.3,1685
19605,1883.2011.138.Crump.Artic.LTREB.main.lane3.NoIndex,11.7,7.2,1373
19606,1883.2011.137.Crump.Artic.LTREB.main.lane3.NoIndex,15.1,8.3,232
19607,1883.2011.101.Crump.Artic.LTREB.main.lane3.NoIndex,19.1,8,337
19608,1883.2011.078.Crump.Artic.LTREB.main.lane3.NoIndex,12.1,7.7,1546
19609,1883.2011.07.Crump.Artic.LTREB.main.lane3.NoIndex,7.3,8.3,1197
19610,1883.2011.067.Crump.Artic.LTREB.main.lane3.NoIndex,4.61,7.2,374
19612,1883.2011.023.Crump.Artic.LTREB.main.lane3.NoIndex,7.3,7.4,1720
19614,1883.2011.016.Crump.Artic.LTREB.main.lane3.NoIndex,4.15,7.2,438
19615,1883.2011.013.Crump.Artic.LTREB.main.lane3.NoIndex,6.6,8,1887
19616,1883.2010.374.Crump.Artic.LTREB.main.lane4.NoIndex,11.4,7.6,951
19621,1883.2010.245.Crump.Artic.LTREB.main.lane3.NoIndex,14.4,8.2,291
19622,1883.2010.215.Crump.Artic.LTREB.main.lane3.NoIndex,8.1,7.7,2178
19625,1883.2011.276.Crump.Artic.LTREB.main.lane4.NoIndex,9.8,7.3,1582
19626,1883.2011.261.Crump.Artic.LTREB.main.lane4.NoIndex,11.6,8,1654
19627,1883.2011.232.Crump.Artic.LTREB.main.lane4.NoIndex,15.4,7.2,370
19628,1883.2011.228.Crump.Artic.LTREB.main.lane4.NoIndex,14.8,7.4,254
19629,1883.2011.221.Crump.Artic.LTREB.main.lane4.NoIndex,16.9,8.5,265
19631,1883.2010.181.Crump.Artic.LTREB.main.lane3.NoIndex,4.32,7,305
19632,1883.2010.179.Crump.Artic.LTREB.main.lane3.NoIndex,14,7.3,946
19633,1883.2010.176.Crump.Artic.LTREB.main.lane3.NoIndex,18.1,6.8,1817
19635,1883.2010.15.Crump.Artic.LTREB.main.lane3.NoIndex,9.6,5.5,194
19636,1883.2010.112.Crump.Artic.LTREB.main.lane3.NoIndex,7.7,8.1,1387
19637,1883.2010.11.Crump.Artic.LTREB.main.lane3.NoIndex,6,8,302
19640,1883.2009.381.Crump.Artic.LTREB.main.lane3.NoIndex,13.8,7.6,255
19653,1883.2009.286.Crump.Artic.LTREB.main.lane2.NoIndex,15.6,6.2,317
19654,1883.2009.285.Crump.Artic.LTREB.main.lane2.NoIndex,12,7.1,1577
19665,1883.2009.102.Crump.Artic.LTREB.main.lane3.NoIndex,12.3,6.3,1450
19666,1883.2009.101.Crump.Artic.LTREB.main.lane3.NoIndex,15.7,7.1,367
19667,1883.2009.063.Crump.Artic.LTREB.main.lane3.NoIndex,14,8.1,242
19669,1883.2009.031.Crump.Artic.LTREB.main.lane3.NoIndex,7.8,7,2387
19670,1883.2009.03.Crump.Artic.LTREB.main.lane3.NoIndex,8.7,6.5,806
19671,1883.2009.016.Crump.Artic.LTREB.main.lane3.NoIndex,7.2,7.2,1687
19674,1883.2008.558.Crump.Artic.LTREB.main.lane3.NoIndex,10.31,7.5,282
19675,1883.2008.555.Crump.Artic.LTREB.main.lane3.NoIndex,10.48,8,295
19682,1883.2008.269.Crump.Artic.LTREB.main.lane2.NoIndex,5.3,6.9,301
19683,1883.2008.26.Crump.Artic.LTREB.main.lane2.NoIndex,13.8,7.5,324
19684,1883.2008.258.Crump.Artic.LTREB.main.lane2.NoIndex,14.1,7.6,317
19685,1883.2008.241.Crump.Artic.LTREB.main.lane2.NoIndex,14.2,7.4,250
19686,1883.2009.257.Crump.Artic.LTREB.main.lane2.NoIndex,15.06,7.6,28
19687,1883.2009.256.Crump.Artic.LTREB.main.lane2.NoIndex,12.1,7.4,29
19688,1883.2009.255.Crump.Artic.LTREB.main.lane2.NoIndex,7.6,9.8,141
19689,1883.2009.253.Crump.Artic.LTREB.main.lane2.NoIndex,13.3,7,93
19690,1883.2009.252.Crump.Artic.LTREB.main.lane2.NoIndex,17.8,8.5,30
19691,1883.2009.246.Crump.Artic.LTREB.main.lane2.NoIndex,17,7.4,587
19692,1883.2009.24.Crump.Artic.LTREB.main.lane2.NoIndex,18.2,8,170
19693,1883.2009.238.Crump.Artic.LTREB.main.lane2.NoIndex,13.7,6.2,368
19694,1883.2009.217.Crump.Artic.LTREB.main.lane2.NoIndex,17.5,8,127
19695,1883.2009.213.Crump.Artic.LTREB.main.lane2.NoIndex,16,7.4,1262
19696,1883.2009.206.Crump.Artic.LTREB.main.lane2.NoIndex,13.6,7.2,41
19697,1883.2009.205.Crump.Artic.LTREB.main.lane2.NoIndex,16.6,7.6,462
19698,1883.2009.198.Crump.Artic.LTREB.main.lane2.NoIndex,13.9,7.7,65
19699,1883.2008.225.Crump.Artic.LTREB.main.lane2.NoIndex,5.28,6.9,284
19700,1883.2008.22.Crump.Artic.LTREB.main.lane2.NoIndex,12.8,7,879
19701,1883.2008.217.Crump.Artic.LTREB.main.lane2.NoIndex,13.7,7.3,577
19702,1883.2008.216.Crump.Artic.LTREB.main.lane2.NoIndex,14.7,6.9,1004
19703,1883.2008.208.Crump.Artic.LTREB.main.lane2.NoIndex,15.56,7.3,269
19704,1883.2008.207.Crump.Artic.LTREB.main.lane2.NoIndex,5.16,6.5,2631
19705,1883.2008.205.Crump.Artic.LTREB.main.lane2.NoIndex,9.7,6.9,859
19706,1883.2008.191.Crump.Artic.LTREB.main.lane2.NoIndex,14.92,7,262
19712,1883.2008.079.Crump.Artic.LTREB.main.lane2.NoIndex,16.5,7.8,2030
19713,1883.2008.075.Crump.Artic.LTREB.main.lane2.NoIndex,13.7,7.5,2036
19714,1883.2008.059.Crump.Artic.LTREB.main.lane2.NoIndex,15,6.9,252
19715,1883.2008.055.Crump.Artic.LTREB.main.lane2.NoIndex,17.5,7.6,278
19716,1883.2008.051.Crump.Artic.LTREB.main.lane2.NoIndex,17.3,7.8,129
19717,1883.2008.049.Crump.Artic.LTREB.main.lane2.NoIndex,15.6,6.9,202
19718,1883.2008.043.Crump.Artic.LTREB.main.lane2.NoIndex,16.9,6.2,427
19719,1883.2008.033.Crump.Artic.LTREB.main.lane2.NoIndex,15.4,6.8,217
19720,1883.2008.024.Crump.Artic.LTREB.main.lane2.NoIndex,13.79,7.4,182
19721,1883.2008.023.Crump.Artic.LTREB.main.lane2.NoIndex,14.6,7.8,1926
19722,1883.2008.021.Crump.Artic.LTREB.main.lane2.NoIndex,12.29,7.1,264
19725,1883.2008.528.Crump.Artic.LTREB.main.lane3.NoIndex,3.94,7.6,271
19726,1883.2008.526.Crump.Artic.LTREB.main.lane3.NoIndex,5.44,7.5,263
19727,1883.2008.525.Crump.Artic.LTREB.main.lane3.NoIndex,13.88,8,314
19728,1883.2008.522.Crump.Artic.LTREB.main.lane3.NoIndex,11.89,,275
19729,1883.2008.495.Crump.Artic.LTREB.main.lane3.NoIndex,3.9,6.7,259
19730,1883.2008.453.Crump.Artic.LTREB.main.lane2.NoIndex,9.1,7.5,388
19732,1883.2008.398.Crump.Artic.LTREB.main.lane2.NoIndex,6.2,7.5,2018
19733,1883.2008.368.Crump.Artic.LTREB.main.lane2.NoIndex,8,7,629
19734,1883.2008.362.Crump.Artic.LTREB.main.lane2.NoIndex,8.1,7.1,713
19736,1883.2007.535.Crump.Artic.LTREB.main.lane2.NoIndex,18.4,7.3,134
19737,1883.2007.525.Crump.Artic.LTREB.main.lane2.NoIndex,13.9,7.5,77
19738,1883.2007.521.Crump.Artic.LTREB.main.lane2.NoIndex,17.59,7.8,254
19739,1883.2007.52.Crump.Artic.LTREB.main.lane2.NoIndex,17.66,7.6,250
19740,1883.2007.519.Crump.Artic.LTREB.main.lane2.NoIndex,17.77,7.6,247
19741,1883.2007.506.Crump.Artic.LTREB.main.lane2.NoIndex,16.3,7.5,320
19742,1883.2007.5.Crump.Artic.LTREB.main.lane2.NoIndex,14.8,6.9,419
19743,1883.2007.492.Crump.Artic.LTREB.main.lane2.NoIndex,13.8,7,1431
19744,1883.2007.491.Crump.Artic.LTREB.main.lane2.NoIndex,15.4,,533
19753,1883.2007.034.Crump.Artic.LTREB.main.lane1.NoIndex,4.75,7,269
19754,1883.2007.016.Crump.Artic.LTREB.main.lane1.NoIndex,15.4,6.5,1667
19755,1883.2007.001.Crump.Artic.LTREB.main.lane1.NoIndex,13.3,7,335
19757,1883.2006.339.Crump.Artic.LTREB.main.lane1.NoIndex,10.55,7.6,103
19758,1883.2006.334.Crump.Artic.LTREB.main.lane1.NoIndex,11,7.3,538
19759,1883.2006.322.Crump.Artic.LTREB.main.lane1.NoIndex,11.91,6.9,292
19760,1883.2006.31.Crump.Artic.LTREB.main.lane1.NoIndex,9.9,6.6,773
19761,1883.2008.543.Crump.Artic.LTREB.main.lane3.NoIndex,12.87,7.9,272
19762,1883.2008.537.Crump.Artic.LTREB.main.lane3.NoIndex,9.29,7.9,285
19763,1883.2008.536.Crump.Artic.LTREB.main.lane3.NoIndex,13.78,8,319
19766,1883.2006.231.Crump.Artic.LTREB.main.lane1.NoIndex,12.1,,618
19767,1883.2006.192.Crump.Artic.LTREB.main.lane1.NoIndex,10.5,7.2,888
19769,1883.2006.12.Crump.Artic.LTREB.main.lane1.NoIndex,11.8,8.1,1225
19770,1883.2006.112.Crump.Artic.LTREB.main.lane1.NoIndex,13.2,7.4,237
19771,1883.2005.016.Crump.Artic.LTREB.main.lane1.NoIndex,10.5,6.7,923
19772,1883.2005.001.Crump.Artic.LTREB.main.lane1.NoIndex,1.83,7.1,358
19773,1883.2004.218.Crump.Artic.LTREB.main.lane1.NoIndex,11.1,7.1,521
19777,1883.2007.345.Crump.Artic.LTREB.main.lane2.NoIndex,5.33,6.9,280
19778,1883.2007.343.Crump.Artic.LTREB.main.lane2.NoIndex,11.9,7.5,826
19787,1883.2007.169.Crump.Artic.LTREB.main.lane2.NoIndex,19.4,7.1,240
19788,1883.2007.167.Crump.Artic.LTREB.main.lane2.NoIndex,19.5,7.6,115
19789,1883.2007.162.Crump.Artic.LTREB.main.lane2.NoIndex,18.5,7.5,333
19790,1883.2007.159.Crump.Artic.LTREB.main.lane2.NoIndex,20.2,8.7,346
19791,1883.2007.157.Crump.Artic.LTREB.main.lane2.NoIndex,18.5,8.5,307
19792,1883.2007.124.Crump.Artic.LTREB.main.lane2.NoIndex,18.28,7.5,333
19793,1883.2007.116.Crump.Artic.LTREB.main.lane2.NoIndex,4.96,6.9,327
19796,1883.2007.067.Crump.Artic.LTREB.main.lane1.NoIndex,14.9,6.9,284
19797,1883.2007.063.Crump.Artic.LTREB.main.lane1.NoIndex,15,8.5,223
19798,1883.2007.057.Crump.Artic.LTREB.main.lane1.NoIndex,17,7.8,282
19800,1883.2004.135.Crump.Artic.LTREB.main.lane1.NoIndex,12.79,7,358
19802,1883.2004.126.Crump.Artic.LTREB.main.lane1.NoIndex,13.35,7.3,243
19804,1883.2004.108.Crump.Artic.LTREB.main.lane1.NoIndex,12.2,7.3,676
19805,1883.2004.106.Crump.Artic.LTREB.main.lane1.NoIndex,5.52,7,362
19806,1883.2004.063.Crump.Artic.LTREB.main.lane1.NoIndex,16.23,7,199
19809,1883.2004.046.Crump.Artic.LTREB.main.lane1.NoIndex,16.09,6.7,170
19810,1883.2004.025.Crump.Artic.LTREB.main.lane1.NoIndex,1.81,6.9,323
19811,1883.2004.02.Crump.Artic.LTREB.main.lane1.NoIndex,2.39,6,331
19812,1883.2004.019.Crump.Artic.LTREB.main.lane1.NoIndex,1.87,6.5,293
19813,1883.2004.007.Crump.Artic.LTREB.main.lane1.NoIndex,1.59,6.5,294
19815,1883.2003.189.Crump.Artic.LTREB.main.lane1.NoIndex,8.2,7.3,521
19816,1883.2003.175.Crump.Artic.LTREB.main.lane1.NoIndex,6.46,7,239
19818,1883.2003.159.Crump.Artic.LTREB.main.lane1.NoIndex,6.1,7.3,256
19820,1883.2003.155.Crump.Artic.LTREB.main.lane1.NoIndex,7.62,7.7,246
19821,1883.2003.145.Crump.Artic.LTREB.main.lane1.NoIndex,8,8,364
19822,1883.2003.134.Crump.Artic.LTREB.main.lane1.NoIndex,11.17,7.3,186
19824,1883.2007.256.Crump.Artic.LTREB.main.lane2.NoIndex,7.7,7.3,1885
19826,1883.2006.036.Crump.Artic.LTREB.main.lane1.NoIndex,11.6,6.6,333
19827,1883.2006.028.Crump.Artic.LTREB.main.lane1.NoIndex,11.6,7.6,910
19828,1883.2006.027.Crump.Artic.LTREB.main.lane1.NoIndex,10.3,8.3,209
19831,1883.2006.012.Crump.Artic.LTREB.main.lane1.NoIndex,9.16,7.4,325
19832,1883.2006.011.Crump.Artic.LTREB.main.lane1.NoIndex,9.9,7,2476
19833,1883.2006.005.Crump.Artic.LTREB.main.lane1.NoIndex,7,7.6,1921
19834,1883.2006.002.Crump.Artic.LTREB.main.lane1.NoIndex,3.01,6.9,335
19835,1883.2005.209.Crump.Artic.LTREB.main.lane4.NoIndex,9.8,6.7,255
19837,1883.2005.17.Crump.Artic.LTREB.main.lane4.NoIndex,10.9,6.9,125
19838,1883.2005.16.Crump.Artic.LTREB.main.lane4.NoIndex,13.2,7.2,37
19839,1883.2005.146.Crump.Artic.LTREB.main.lane4.NoIndex,11,7.2,53
